NR_VOTAVEL;CD_CANDIDATO;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
19577;893507357;DEPUTADO ESTADUAL;JOSÉ EDUARDO DOS SANTOS;19;PODEMOS;25/04/1970;MASCULINO;SUPERIOR COMPLETO;PARDA;ENGENHEIRO;SOLTEIRO(A)
1230;893540546;DEPUTADO FEDERAL;ANTONIO MARIO DE PAULA FERREIRA IELO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;26/09/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;ARQUITETO;CASADO(A)
19054;893507345;DEPUTADO ESTADUAL;ARLINDO AMARO DOS SANTOS;19;PODEMOS;07/09/1954;MASCULINO;SUPERIOR COMPLETO;PARDA;ARQUITETO;SOLTEIRO(A)
3544;893532778;DEPUTADO FEDERAL;KATHERINE DO FORTE SILVA;35;PARTIDO DA MULHER BRASILEIRA;04/09/1969;FEMININO;SUPERIOR COMPLETO;PARDA;ARQUITETO;SOLTEIRO(A)
7733;893502895;DEPUTADO FEDERAL;RICARDO YOSHIO;77;SOLIDARIEDADE;07/04/1953;MASCULINO;SUPERIOR COMPLETO;AMARELA;MÉDICO;DIVORCIADO(A)
19192;893507314;DEPUTADO ESTADUAL;ALDO FERNANDO NUNES;19;PODEMOS;22/03/1957;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;DIVORCIADO(A)
36888;893618206;DEPUTADO ESTADUAL;CESAR BENEDITO ALVES;36;AGIR;24/04/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;DIVORCIADO(A)
3069;893494543;DEPUTADO FEDERAL;JARBAS EMÍLIO DE MORAES NETO;30;PARTIDO NOVO;20/01/1981;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
14007;893511729;DEPUTADO ESTADUAL;RICARDO CRUZ DE REZENDE PAOLIELLO;14;PARTIDO TRABALHISTA BRASILEIRO;04/01/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
15990;893506855;DEPUTADO ESTADUAL;ROMAR WILLIAM CULLEN DELLAPIAZZA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;10/09/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
22622;893506942;DEPUTADO ESTADUAL;JOSEPH RAFFOUL JUNIOR;22;PARTIDO LIBERAL;20/03/1986;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
40455;893548923;DEPUTADO ESTADUAL;VESPASIANO SAULO DA COSTA E SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;18/02/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;DIVORCIADO(A)
10511;893536433;DEPUTADO ESTADUAL;CLAUDIO MASANOBU TERASAKA;10;REPUBLICANOS;07/05/1950;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
7050;893518906;DEPUTADO FEDERAL;EUCLYDES DIAS BUCHLER;70;AVANTE;23/04/1953;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
10611;893536370;DEPUTADO ESTADUAL;CARLOS WEVERTON ORTEGA SANCHES;10;REPUBLICANOS;15/10/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
1144;893508790;DEPUTADO FEDERAL;FILIPE AUGUSTO FORNARI MONTANHOLI;11;PROGRESSISTAS;25/05/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
9022;893574712;DEPUTADO FEDERAL;NISE HITOMI YAMAGUCHI;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;06/05/1959;FEMININO;SUPERIOR COMPLETO;AMARELA;MÉDICO;DIVORCIADO(A)
70141;893518536;DEPUTADO ESTADUAL;ZENIA PEREIRA DE ANDRADE SOUSA;70;AVANTE;14/03/1975;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;ENFERMEIRO;CASADO(A)
7788;893502935;DEPUTADO FEDERAL;AMANDA ROSA MARIA SILVA;77;SOLIDARIEDADE;05/01/1980;FEMININO;SUPERIOR COMPLETO;BRANCA;ENFERMEIRO;CASADO(A)
1514;893508103;DEPUTADO FEDERAL;LIDIANI ROCHA FERREIRA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;14/11/1981;FEMININO;SUPERIOR COMPLETO;PARDA;ENFERMEIRO;SOLTEIRO(A)
45400;893508284;DEPUTADO ESTADUAL;ANALICE FERNANDES;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;09/04/1961;FEMININO;SUPERIOR COMPLETO;BRANCA;ENFERMEIRO;CASADO(A)
5025;893510595;DEPUTADO FEDERAL;LUCILIO FERREIRA DA SILVA;50;PARTIDO SOCIALISMO E LIBERDADE;29/12/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;FARMACÊUTICO;SOLTEIRO(A)
5114;893517541;DEPUTADO FEDERAL;FÁBIO SARTORI MANFRINATO;51;PATRIOTA;28/05/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;FARMACÊUTICO;CASADO(A)
1108;893508846;DEPUTADO FEDERAL;JOSÉ MARIO YAMASHITA;11;PROGRESSISTAS;16/01/1950;MASCULINO;SUPERIOR COMPLETO;AMARELA;ECONOMISTA;SOLTEIRO(A)
1477;893501659;DEPUTADO FEDERAL;EDUARDO COSENTINO DA CUNHA;14;PARTIDO TRABALHISTA BRASILEIRO;29/09/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;ECONOMISTA;CASADO(A)
7024;893634066;DEPUTADO FEDERAL;CARLOS ALBERTO ADÃO;70;AVANTE;18/10/1954;MASCULINO;SUPERIOR COMPLETO;PARDA;ECONOMISTA;SEPARADO(A) JUDICIALMENTE
19252;893507368;DEPUTADO ESTADUAL;FÁBIO FARIAS DE SÁ;19;PODEMOS;22/06/1981;MASCULINO;SUPERIOR COMPLETO;BRANCA;CONTADOR;SOLTEIRO(A)
44004;893498987;DEPUTADO ESTADUAL;ANDERSON REITANO RICARDO;44;UNIÃO BRASIL;16/11/1982;MASCULINO;SUPERIOR COMPLETO;PARDA;CONTADOR;CASADO(A)
2062;893540700;DEPUTADO FEDERAL;JADSON JOSÉ BARACHO DA SILVA;20;PARTIDO SOCIAL CRISTÃO;24/10/1961;MASCULINO;SUPERIOR COMPLETO;PARDA;CONTADOR;CASADO(A)
30023;893494621;DEPUTADO ESTADUAL;VÂNIA CRISTINA DA SILVA;30;PARTIDO NOVO;23/10/1974;FEMININO;SUPERIOR COMPLETO;BRANCA;CONTADOR;SEPARADO(A) JUDICIALMENTE
2863;893612680;DEPUTADO FEDERAL;LEANDRO RUIVO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;08/09/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
14222;893511777;DEPUTADO ESTADUAL;FLAVIO RICARDO BEALL;14;PARTIDO TRABALHISTA BRASILEIRO;19/06/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;SOLTEIRO(A)
14111;893511761;DEPUTADO ESTADUAL;ALEXANDRE GONÇALVES DEMETRIO ZAHRA;14;PARTIDO TRABALHISTA BRASILEIRO;24/03/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;SOLTEIRO(A)
4488;893622669;DEPUTADO FEDERAL;CRISTIANO MOREIRA PINTO BERALDO;44;UNIÃO BRASIL;05/06/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
51150;893518299;DEPUTADO ESTADUAL;ODAIR DE MOURA E SILVA;51;PATRIOTA;15/09/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
1984;893507112;DEPUTADO FEDERAL;WALTER JOSÉ DA SILVA;19;PODEMOS;04/11/1981;MASCULINO;SUPERIOR COMPLETO;PARDA;ADMINISTRADOR;DIVORCIADO(A)
2122;893537408;DEPUTADO FEDERAL;RENATO BESCHIZZA VALENTIN;21;PARTIDO COMUNISTA BRASILEIRO;29/11/1983;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;SOLTEIRO(A)
4432;893498883;DEPUTADO FEDERAL;ALEX MACEDO DE SOUZA;44;UNIÃO BRASIL;08/10/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
12712;893540513;DEPUTADO ESTADUAL;OSVALDO GOMES DE LIMA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;16/07/1986;MASCULINO;SUPERIOR COMPLETO;PARDA;ADMINISTRADOR;SOLTEIRO(A)
10;893512800;VICE-GOVERNADOR;FELICIO RAMUTH;55;PARTIDO SOCIAL DEMOCRÁTICO;11/11/1968;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
3093;893494512;DEPUTADO FEDERAL;DEMÉTRIUS ALVES CABRAL FILHO;30;PARTIDO NOVO;31/12/1969;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;ADMINISTRADOR;SOLTEIRO(A)
51556;893518308;DEPUTADO ESTADUAL;LUIZ CARLOS DO ESPÍRITO SANTO;51;PATRIOTA;06/07/1968;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
51111;893518264;DEPUTADO ESTADUAL;ADEMIR WELLITON DE OLIVEIRA;51;PATRIOTA;05/02/1970;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
77048;893503099;DEPUTADO ESTADUAL;ADENILDES ALVES ROCHA;77;SOLIDARIEDADE;22/02/1962;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;SOLTEIRO(A)
19219;893507283;DEPUTADO ESTADUAL;SANDRA DE AMORIM BARBOSA DE OLIVEIRA;19;PODEMOS;26/10/1975;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;ADMINISTRADOR;CASADO(A)
2711;893592094;DEPUTADO FEDERAL;MONIQUE FERNANDES MACHADO;27;DEMOCRACIA CRISTÃ;04/07/1981;FEMININO;ENSINO MÉDIO INCOMPLETO;PARDA;ADMINISTRADOR;SOLTEIRO(A)
2351;893508962;DEPUTADO FEDERAL;POLLYANA FATIMA GAMA SANTOS;23;CIDADANIA;13/05/1975;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
5005;893510605;DEPUTADO FEDERAL;ROSEMEIRE MARQUES RIBEIRO ARCHANGELO;50;PARTIDO SOCIALISMO E LIBERDADE;11/03/1969;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
77787;893503098;DEPUTADO ESTADUAL;SÉTIMA MARIA VIEIRA DE ARAUJO;77;SOLIDARIEDADE;24/10/1966;FEMININO;SUPERIOR COMPLETO;PARDA;ADMINISTRADOR;CASADO(A)
50666;893516214;DEPUTADO ESTADUAL;MARIA HELENA DE CARVALHO;50;PARTIDO SOCIALISMO E LIBERDADE;05/07/1961;FEMININO;SUPERIOR COMPLETO;PRETA;ADMINISTRADOR;SOLTEIRO(A)
50013;893516194;DEPUTADO ESTADUAL;ALDENIR DIAS DOS SANTOS;50;PARTIDO SOCIALISMO E LIBERDADE;03/12/1956;FEMININO;SUPERIOR COMPLETO;PRETA;ADMINISTRADOR;CASADO(A)
13019;893508604;DEPUTADO ESTADUAL;JOÃO GUILHERME BENETTI RAMOS;13;PARTIDO DOS TRABALHADORES;28/12/1991;MASCULINO;SUPERIOR COMPLETO;BRANCA;ANALISTA DE SISTEMAS;SOLTEIRO(A)
51360;893518237;DEPUTADO ESTADUAL;TAILANDIA FERNANDES SOARES PAIXÃO;51;PATRIOTA;24/11/1984;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;ARTESÃO;VIÚVO(A)
7003;893518933;DEPUTADO FEDERAL;VERA LÚCIA CHAGAS CONCEIÇÃO;70;AVANTE;04/11/1962;FEMININO;ENSINO FUNDAMENTAL COMPLETO;PARDA;ARTESÃO;CASADO(A)
13000;893508561;DEPUTADO ESTADUAL;ALESSANDRO CÉZAR ARAÚJO AZEVEDO;13;PARTIDO DOS TRABALHADORES;23/07/1968;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;ARTISTA DE CIRCO;SOLTEIRO(A)
44244;893498963;DEPUTADO ESTADUAL;AQUEVIRQUE ANTONIO NHOLLA;44;UNIÃO BRASIL;21/10/1952;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
14522;893511702;DEPUTADO ESTADUAL;RODRIGO RODRIGUES PEDROSO;14;PARTIDO TRABALHISTA BRASILEIRO;31/07/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
28290;893596676;DEPUTADO ESTADUAL;LUIS HENRIQUE USAI;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;03/02/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
10450;893536453;DEPUTADO ESTADUAL;PEDRO LUIZ CONTI MARIOZI;10;REPUBLICANOS;12/10/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
4088;893517083;DEPUTADO FEDERAL;AMILTON AUGUSTO DA SILVA JUNIOR;40;PARTIDO SOCIALISTA BRASILEIRO;14/09/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
30878;893494608;DEPUTADO ESTADUAL;MARCIO ANTONI SANTANA;30;PARTIDO NOVO;30/08/1978;MASCULINO;SUPERIOR COMPLETO;PARDA;ADVOGADO;DIVORCIADO(A)
14200;893511767;DEPUTADO ESTADUAL;RENATO SALVADOR MARTINS;14;PARTIDO TRABALHISTA BRASILEIRO;16/12/1965;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
15112;893506847;DEPUTADO ESTADUAL;ROSELEI APARECIDO FRANÇOSO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;15/05/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
19157;893507353;DEPUTADO ESTADUAL;RODRIGO FEITOSA LOPES;19;PODEMOS;05/05/1983;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
13270;893508603;DEPUTADO ESTADUAL;THIAGO HENRIQUE MAIA SORATTO;13;PARTIDO DOS TRABALHADORES;14/04/1989;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
33123;893540081;DEPUTADO ESTADUAL;ERICH DE ANDRES;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;10/10/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
30190;893494584;DEPUTADO ESTADUAL;DOUGLAS HENRIQUE DE OLIVEIRA;30;PARTIDO NOVO;09/10/1991;MASCULINO;SUPERIOR COMPLETO;PARDA;ADVOGADO;SOLTEIRO(A)
5535;893501816;DEPUTADO FEDERAL;SILVIO EDUARDO CONEGLIAM PECCIOLI;55;PARTIDO SOCIAL DEMOCRÁTICO;06/05/1996;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
3080;893494518;DEPUTADO FEDERAL;SIDNEY CARVALHO ELIAS;30;PARTIDO NOVO;05/08/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
4441;893498859;DEPUTADO FEDERAL;CAIO AUGUSTO SILVA DOS SANTOS;44;UNIÃO BRASIL;25/09/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
1907;893507144;DEPUTADO FEDERAL;RENAN ELIAS GODINHO;19;PODEMOS;13/11/1988;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
33500;893540122;DEPUTADO ESTADUAL;ELIANDRO SILVA DIAS;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;22/03/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
1123;893508789;DEPUTADO FEDERAL;FAUSTO RUY PINATO;11;PROGRESSISTAS;01/06/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
1154;893508844;DEPUTADO FEDERAL;JOÃO LUIZ LEITE;11;PROGRESSISTAS;02/09/1965;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
7000;893518889;DEPUTADO FEDERAL;MARCOS DA COSTA;70;AVANTE;24/06/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
55534;893501851;DEPUTADO ESTADUAL;JOSÉ CARLOS ROSSI;55;PARTIDO SOCIAL DEMOCRÁTICO;26/11/1949;MASCULINO;SUPERIOR COMPLETO;PARDA;ADVOGADO;DIVORCIADO(A)
20620;893540653;DEPUTADO ESTADUAL;PEDRO MARQUES FERREIRA ASSAD;20;PARTIDO SOCIAL CRISTÃO;28/06/1986;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
12;893536366;GOVERNADOR;ELVIS LEONARDO CEZAR;12;PARTIDO DEMOCRÁTICO TRABALHISTA;08/06/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
4565;893508971;DEPUTADO FEDERAL;JOSÉ RICARDO ALVARENGA TRIPOLI;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;17/04/1952;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
2885;893612735;DEPUTADO FEDERAL;MARCOS PARAÍSO DA SILVA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;09/01/1971;MASCULINO;SUPERIOR COMPLETO;PRETA;ADVOGADO;SOLTEIRO(A)
70920;893518577;DEPUTADO ESTADUAL;MARCIO DE ANDRADE LYRA;70;AVANTE;01/09/1971;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
40640;893517473;DEPUTADO ESTADUAL;CAIO FRANÇA DE GOUVÊA GOMES;40;PARTIDO SOCIALISTA BRASILEIRO;01/08/1988;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
2250;893508147;DEPUTADO FEDERAL;RICARDO DE AQUINO SALLES;22;PARTIDO LIBERAL;08/06/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
1440;893501712;DEPUTADO FEDERAL;JOSE CAMILO GAVA NETO;14;PARTIDO TRABALHISTA BRASILEIRO;14/07/1965;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
55090;893501859;DEPUTADO ESTADUAL;ANTONIO EDUARDO DOS SANTOS;55;PARTIDO SOCIAL DEMOCRÁTICO;16/12/1960;MASCULINO;SUPERIOR COMPLETO;PRETA;ADVOGADO;CASADO(A)
13003;893508597;DEPUTADO ESTADUAL;DOUGLAS MARTINS DE SOUZA;13;PARTIDO DOS TRABALHADORES;18/10/1960;MASCULINO;SUPERIOR COMPLETO;PRETA;ADVOGADO;CASADO(A)
1109;893508816;DEPUTADO FEDERAL;JOSE RODRIGUES COSTA;11;PROGRESSISTAS;23/03/1972;MASCULINO;SUPERIOR COMPLETO;PRETA;ADVOGADO;CASADO(A)
9037;893574734;DEPUTADO FEDERAL;GERALNICE ALVES TEIXEIRA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;07/06/1949;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
35444;893539101;DEPUTADO ESTADUAL;MARIA ESTELA CAPELETTI DA ROCHA;35;PARTIDO DA MULHER BRASILEIRA;29/01/1981;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
15157;893506830;DEPUTADO ESTADUAL;CASSIANE DE MELO FERNANDES;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;06/03/1979;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
30123;893494590;DEPUTADO ESTADUAL;CICERA SEVERINA DA CONCEIÇÃO MUSA;30;PARTIDO NOVO;30/11/1969;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
14033;893511787;DEPUTADO ESTADUAL;ANGELA TORRES PRADO;14;PARTIDO TRABALHISTA BRASILEIRO;16/09/1964;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
22232;893506952;DEPUTADO ESTADUAL;ANA CRISTINA VARGAS CALDEIRA;22;PARTIDO LIBERAL;07/02/1968;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
33422;893540107;DEPUTADO ESTADUAL;RAQUEL TOIAN DOS SANTOS;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;23/04/1992;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
5151;893517538;DEPUTADO FEDERAL;ERICA CRISTINA ROCHA GORGA;51;PATRIOTA;01/08/1977;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
7074;893518907;DEPUTADO FEDERAL;FRANCISCA SILVA SERRA MATIAS;70;AVANTE;17/09/1974;FEMININO;SUPERIOR COMPLETO;PRETA;ADVOGADO;DIVORCIADO(A)
1431;893501654;DEPUTADO FEDERAL;ROSINETE DA SILVA MOREIRA;14;PARTIDO TRABALHISTA BRASILEIRO;19/12/1968;FEMININO;SUPERIOR COMPLETO;PARDA;ADVOGADO;SOLTEIRO(A)
3340;893510790;DEPUTADO FEDERAL;HELOIZA RAVASQ DA SILVA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;11/04/1983;FEMININO;SUPERIOR COMPLETO;PARDA;ADVOGADO;SOLTEIRO(A)
7067;893518902;DEPUTADO FEDERAL;LUIZA FAUSTINO PEREIRA PARI;70;AVANTE;23/09/1960;FEMININO;SUPERIOR COMPLETO;PRETA;ADVOGADO;CASADO(A)
1012;893508721;DEPUTADO FEDERAL;GLAUCIA BERENICE SANTOS DA SILVA;10;REPUBLICANOS;29/11/1965;FEMININO;SUPERIOR COMPLETO;PARDA;ASSISTENTE SOCIAL;CASADO(A)
30080;893494614;DEPUTADO ESTADUAL;FERNANDO MARTINS;30;PARTIDO NOVO;14/03/1965;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
211;893546252;SENADOR;TITO FLAVIO BELLINI NOGUEIRA DE OLIVEIRA;21;PARTIDO COMUNISTA BRASILEIRO;04/06/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;DIVORCIADO(A)
10900;893536410;DEPUTADO ESTADUAL;MARCOS VINÍCIO BILANCIERI;10;REPUBLICANOS;02/12/1968;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
90007;893616306;DEPUTADO ESTADUAL;ARJUNA DE HUR FRAGA DE ASSUNÇÃO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;14/02/1976;MASCULINO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
13;893509296;VICE-GOVERNADOR;LUCIA MASSIS DE GOUVÊA FRANÇA GOMES;40;PARTIDO SOCIALISTA BRASILEIRO;28/01/1962;FEMININO;SUPERIOR COMPLETO;BRANCA;DIRETOR DE ESTABELECIMENTO DE ENSINO;CASADO(A)
51444;893518295;DEPUTADO ESTADUAL;RUI ALVES BRUM JUNIOR;51;PATRIOTA;23/07/1972;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO;DIVORCIADO(A)
5068;893510632;DEPUTADO FEDERAL;SIMONY CRISTINA TEIXEIRA DOS ANJOS;50;PARTIDO SOCIALISMO E LIBERDADE;09/07/1986;FEMININO;SUPERIOR COMPLETO;PRETA;TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO;CASADO(A)
36636;893624958;DEPUTADO ESTADUAL;KLEBER ADELIPIO BARROS SANTOS;36;AGIR;11/05/1971;MASCULINO;SUPERIOR INCOMPLETO;PARDA;TÉCNICO EM INFORMÁTICA;DIVORCIADO(A)
12307;893540516;DEPUTADO ESTADUAL;MIRELLE CRISTINA DE SOUZA BUENO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;13/01/1992;FEMININO;SUPERIOR INCOMPLETO;BRANCA;TÉCNICO EM INFORMÁTICA;SOLTEIRO(A)
13127;893508624;DEPUTADO ESTADUAL;BRUNO RAMOS DA SILVA;13;PARTIDO DOS TRABALHADORES;15/03/1987;MASCULINO;SUPERIOR INCOMPLETO;PRETA;PRODUTOR DE ESPETÁCULOS PÚBLICOS;SOLTEIRO(A)
22211;893506976;DEPUTADO ESTADUAL;CARLOS AGUIAR DE ANDRADE;22;PARTIDO LIBERAL;19/04/1956;MASCULINO;SUPERIOR COMPLETO;BRANCA;ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS;CASADO(A)
50456;893516187;DEPUTADO ESTADUAL;ADRIANA SCANAVEZ DOS SANTOS;50;PARTIDO SOCIALISMO E LIBERDADE;27/07/1988;FEMININO;SUPERIOR INCOMPLETO;PRETA;ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS;SOLTEIRO(A)
35100;893539050;DEPUTADO ESTADUAL;JOSÉ LUIZ BONITO;35;PARTIDO DA MULHER BRASILEIRA;06/12/1960;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;CANTOR E COMPOSITOR;CASADO(A)
9095;893574731;DEPUTADO FEDERAL;JOÃO GOMES DE ALMEIDA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;09/10/1951;MASCULINO;SUPERIOR COMPLETO;PARDA;CANTOR E COMPOSITOR;SOLTEIRO(A)
65035;893508645;DEPUTADO ESTADUAL;LECI BRANDÃO DA SILVA;65;PARTIDO COMUNISTA DO BRASIL;12/09/1944;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;CANTOR E COMPOSITOR;SOLTEIRO(A)
7745;893502923;DEPUTADO FEDERAL;ANTÔNIO AGNALDO GUERRA;77;SOLIDARIEDADE;28/12/1968;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;DIVORCIADO(A)
35119;893539083;DEPUTADO ESTADUAL;NIELTON CARVALHO DE MATOS;35;PARTIDO DA MULHER BRASILEIRA;23/11/1969;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;SOLTEIRO(A)
19055;893507358;DEPUTADO ESTADUAL;SILVAN PEREIRA DE SOUZA;19;PODEMOS;02/02/1974;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
1091;893508700;DEPUTADO FEDERAL;JARKSON VILAR DA SILVA;10;REPUBLICANOS;22/07/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
